item_id,source_label,target_label,proxy_success,clean_margin,adversarial_margin,margin_gain,caption_success,caption_eval_failed,caption_eval_error,clean_caption,adversarial_caption,vqa_success,vqa_eval_failed,vqa_eval_error,question,source_answer_text,target_answer_text,clean_answer,adversarial_answer,ocr_success,ocr_eval_failed,ocr_eval_error,clean_text,adversarial_text,gpt_success,gpt_eval_failed,gpt_eval_error,gpt_model_name,gpt_task_type,gpt_api_mode,gpt_prompt_mode,gpt_success_mode,gpt_prompt,gpt_clean_output,gpt_adversarial_output,gpt_clean_judge_label,gpt_adversarial_judge_label,gpt_clean_judge_pass,gpt_adversarial_judge_pass
item_00,car,dog,True,-0.3169746547937393,0.44133781641721725,0.7583124712109566,,False,,,,,False,,What is the main object in the image? Answer in one word.,car,dog,,,,False,,,,,False,,,,,,,,,,,,,
item_01,dog,watch,True,-0.1860838532447815,0.31786298751831055,0.503946840763092,,False,,,,,False,,What is the main object in the image? Answer in one word.,dog,watch,,,,False,,,,,False,,,,,,,,,,,,,
item_02,watch,laptop,True,-0.09248971566557884,0.3927154801785946,0.48520519584417343,,False,,,,,False,,What is the main object in the image? Answer in one word.,watch,laptop,,,,False,,,,,False,,,,,,,,,,,,,
item_03,laptop,phone,True,-0.0904117152094841,0.3114341013133526,0.4018458165228367,,False,,,,,False,,What is the main object in the image? Answer in one word.,laptop,phone,,,,False,,,,,False,,,,,,,,,,,,,
item_04,phone,car,True,-0.2609931267797947,0.26009660959243774,0.5210897363722324,,False,,,,,False,,What is the main object in the image? Answer in one word.,phone,car,,,,False,,,,,False,,,,,,,,,,,,,
item_05,car,dog,True,-0.2983841821551323,0.4405886307358742,0.7389728128910065,,False,,,,,False,,What is the main object in the image? Answer in one word.,car,dog,,,,False,,,,,False,,,,,,,,,,,,,
item_06,dog,watch,True,-0.20047424361109734,0.2864226698875427,0.48689691349864006,,False,,,,,False,,What is the main object in the image? Answer in one word.,dog,watch,,,,False,,,,,False,,,,,,,,,,,,,
item_07,watch,laptop,True,-0.10898683033883572,0.3978099785745144,0.5067968089133501,,False,,,,,False,,What is the main object in the image? Answer in one word.,watch,laptop,,,,False,,,,,False,,,,,,,,,,,,,
item_08,laptop,phone,True,-0.10231978073716164,0.3410130552947521,0.44333283603191376,,False,,,,,False,,What is the main object in the image? Answer in one word.,laptop,phone,,,,False,,,,,False,,,,,,,,,,,,,
item_09,phone,car,True,-0.2648611180484295,0.2759288176894188,0.5407899357378483,,False,,,,,False,,What is the main object in the image? Answer in one word.,phone,car,,,,False,,,,,False,,,,,,,,,,,,,
item_10,car,dog,True,-0.2785850502550602,0.47877420857548714,0.7573592588305473,,False,,,,,False,,What is the main object in the image? Answer in one word.,car,dog,,,,False,,,,,False,,,,,,,,,,,,,
item_11,dog,watch,True,-0.1995098777115345,0.29368382692337036,0.49319370463490486,,False,,,,,False,,What is the main object in the image? Answer in one word.,dog,watch,,,,False,,,,,False,,,,,,,,,,,,,
item_12,watch,laptop,True,-0.05215800926089287,0.3187604248523712,0.3709184341132641,,False,,,,,False,,What is the main object in the image? Answer in one word.,watch,laptop,,,,False,,,,,False,,,,,,,,,,,,,
item_13,laptop,phone,True,-0.06277718767523766,0.3337639048695564,0.3965410925447941,,False,,,,,False,,What is the main object in the image? Answer in one word.,laptop,phone,,,,False,,,,,False,,,,,,,,,,,,,
item_14,phone,car,True,-0.22804487124085426,0.3693595975637436,0.5974044688045979,,False,,,,,False,,What is the main object in the image? Answer in one word.,phone,car,,,,False,,,,,False,,,,,,,,,,,,,
item_15,car,dog,True,-0.26605797931551933,0.4779510572552681,0.7440090365707874,,False,,,,,False,,What is the main object in the image? Answer in one word.,car,dog,,,,False,,,,,False,,,,,,,,,,,,,
item_16,dog,watch,True,-0.24275975674390793,0.3063882067799568,0.5491479635238647,,False,,,,,False,,What is the main object in the image? Answer in one word.,dog,watch,,,,False,,,,,False,,,,,,,,,,,,,
item_17,watch,laptop,True,-0.06975353136658669,0.4346792958676815,0.5044328272342682,,False,,,,,False,,What is the main object in the image? Answer in one word.,watch,laptop,,,,False,,,,,False,,,,,,,,,,,,,
item_18,laptop,phone,True,-0.09482548013329506,0.3257495276629925,0.42057500779628754,,False,,,,,False,,What is the main object in the image? Answer in one word.,laptop,phone,,,,False,,,,,False,,,,,,,,,,,,,
item_19,phone,car,True,-0.2551971822977066,0.3160403110086918,0.5712374933063984,,False,,,,,False,,What is the main object in the image? Answer in one word.,phone,car,,,,False,,,,,False,,,,,,,,,,,,,
item_20,car,dog,True,-0.31438372656702995,0.46115920692682266,0.7755429334938526,,False,,,,,False,,What is the main object in the image? Answer in one word.,car,dog,,,,False,,,,,False,,,,,,,,,,,,,
item_21,dog,watch,True,-0.23074344545602798,0.3732503540813923,0.6039937995374203,,False,,,,,False,,What is the main object in the image? Answer in one word.,dog,watch,,,,False,,,,,False,,,,,,,,,,,,,
item_22,watch,laptop,True,-0.09114803746342659,0.30797966569662094,0.39912770316004753,,False,,,,,False,,What is the main object in the image? Answer in one word.,watch,laptop,,,,False,,,,,False,,,,,,,,,,,,,
item_23,laptop,phone,True,-0.0413384810090065,0.30150627344846725,0.34284475445747375,,False,,,,,False,,What is the main object in the image? Answer in one word.,laptop,phone,,,,False,,,,,False,,,,,,,,,,,,,
item_24,phone,car,True,-0.2548105828464031,0.26645923033356667,0.5212698131799698,,False,,,,,False,,What is the main object in the image? Answer in one word.,phone,car,,,,False,,,,,False,,,,,,,,,,,,,
item_25,car,dog,True,-0.3376149348914623,0.47832639142870903,0.8159413263201714,,False,,,,,False,,What is the main object in the image? Answer in one word.,car,dog,,,,False,,,,,False,,,,,,,,,,,,,
item_26,dog,watch,True,-0.2581916078925133,0.44324563443660736,0.7014372423291206,,False,,,,,False,,What is the main object in the image? Answer in one word.,dog,watch,,,,False,,,,,False,,,,,,,,,,,,,
item_27,watch,laptop,True,-0.1335231512784958,0.339071586728096,0.4725947380065918,,False,,,,,False,,What is the main object in the image? Answer in one word.,watch,laptop,,,,False,,,,,False,,,,,,,,,,,,,
item_28,laptop,phone,True,0.03068649023771286,0.35922977328300476,0.3285432830452919,,False,,,,,False,,What is the main object in the image? Answer in one word.,laptop,phone,,,,False,,,,,False,,,,,,,,,,,,,
item_29,phone,car,True,-0.24301743134856224,0.30395933613181114,0.5469767674803734,,False,,,,,False,,What is the main object in the image? Answer in one word.,phone,car,,,,False,,,,,False,,,,,,,,,,,,,
item_30,car,dog,True,-0.30844662711024284,0.4381164312362671,0.7465630583465099,,False,,,,,False,,What is the main object in the image? Answer in one word.,car,dog,,,,False,,,,,False,,,,,,,,,,,,,
item_31,dog,watch,True,-0.2598597966134548,0.45870091766119003,0.7185607142746449,,False,,,,,False,,What is the main object in the image? Answer in one word.,dog,watch,,,,False,,,,,False,,,,,,,,,,,,,
item_32,watch,laptop,True,-0.08292979374527931,0.43093450739979744,0.5138643011450768,,False,,,,,False,,What is the main object in the image? Answer in one word.,watch,laptop,,,,False,,,,,False,,,,,,,,,,,,,
item_33,laptop,phone,True,-0.06656679883599281,0.29654188826680183,0.36310868710279465,,False,,,,,False,,What is the main object in the image? Answer in one word.,laptop,phone,,,,False,,,,,False,,,,,,,,,,,,,
item_34,phone,car,True,-0.08509963378310204,0.3488326407968998,0.43393227458000183,,False,,,,,False,,What is the main object in the image? Answer in one word.,phone,car,,,,False,,,,,False,,,,,,,,,,,,,
item_35,car,dog,True,-0.308527197688818,0.4814491458237171,0.7899763435125351,,False,,,,,False,,What is the main object in the image? Answer in one word.,car,dog,,,,False,,,,,False,,,,,,,,,,,,,
item_36,dog,watch,True,-0.20797112956643105,0.32341065257787704,0.5313817821443081,,False,,,,,False,,What is the main object in the image? Answer in one word.,dog,watch,,,,False,,,,,False,,,,,,,,,,,,,
item_37,watch,laptop,True,-0.016898855566978455,0.4018370546400547,0.41873591020703316,,False,,,,,False,,What is the main object in the image? Answer in one word.,watch,laptop,,,,False,,,,,False,,,,,,,,,,,,,
item_38,laptop,phone,True,-0.08467431366443634,0.29497742652893066,0.379651740193367,,False,,,,,False,,What is the main object in the image? Answer in one word.,laptop,phone,,,,False,,,,,False,,,,,,,,,,,,,
item_39,phone,car,True,-0.2458820901811123,0.27010462805628777,0.5159867182374,,False,,,,,False,,What is the main object in the image? Answer in one word.,phone,car,,,,False,,,,,False,,,,,,,,,,,,,
item_40,car,dog,True,-0.32355694472789764,0.45534637197852135,0.778903316706419,,False,,,,,False,,What is the main object in the image? Answer in one word.,car,dog,,,,False,,,,,False,,,,,,,,,,,,,
item_41,dog,watch,True,-0.26553285866975784,0.3335758149623871,0.5991086736321449,,False,,,,,False,,What is the main object in the image? Answer in one word.,dog,watch,,,,False,,,,,False,,,,,,,,,,,,,
item_42,watch,laptop,True,0.004504505544900894,0.37143029272556305,0.36692578718066216,,False,,,,,False,,What is the main object in the image? Answer in one word.,watch,laptop,,,,False,,,,,False,,,,,,,,,,,,,
item_43,laptop,phone,True,-0.05501968041062355,0.27540914341807365,0.3304288238286972,,False,,,,,False,,What is the main object in the image? Answer in one word.,laptop,phone,,,,False,,,,,False,,,,,,,,,,,,,
item_44,phone,car,True,-0.2262713573873043,0.2518594078719616,0.4781307652592659,,False,,,,,False,,What is the main object in the image? Answer in one word.,phone,car,,,,False,,,,,False,,,,,,,,,,,,,
item_45,car,dog,True,-0.2993634603917599,0.4433296024799347,0.7426930628716946,,False,,,,,False,,What is the main object in the image? Answer in one word.,car,dog,,,,False,,,,,False,,,,,,,,,,,,,
item_46,dog,watch,True,-0.22701716795563698,0.4082368426024914,0.6352540105581284,,False,,,,,False,,What is the main object in the image? Answer in one word.,dog,watch,,,,False,,,,,False,,,,,,,,,,,,,
item_47,watch,laptop,True,-0.11117042414844036,0.4340854696929455,0.5452558938413858,,False,,,,,False,,What is the main object in the image? Answer in one word.,watch,laptop,,,,False,,,,,False,,,,,,,,,,,,,
item_48,laptop,phone,True,-0.09908441081643105,0.31168295070528984,0.4107673615217209,,False,,,,,False,,What is the main object in the image? Answer in one word.,laptop,phone,,,,False,,,,,False,,,,,,,,,,,,,
item_49,phone,car,False,-0.23161694407463074,-0.022111469879746437,0.2095054741948843,,False,,,,,False,,What is the main object in the image? Answer in one word.,phone,car,,,,False,,,,,False,,,,,,,,,,,,,
